💰 資本: NT$30000.00 | 持倉: 0 | 勝率: --% | PnL: NT$0.00
💰 資本: NT$29669.56 | 未實現: NT$48.55 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.0h
💰 資本: NT$29669.56 | 未實現: NT$48.55 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.9h
💰 資本: NT$29669.56 | 未實現: NT$54.75 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.9h
💰 資本: NT$29669.56 | 未實現: NT$62.98 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.9h
💰 資本: NT$29669.56 | 未實現: NT$62.98 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.8h
💰 資本: NT$29669.56 | 未實現: NT$62.98 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.8h
💰 資本: NT$29669.56 | 未實現: NT$62.98 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.8h
💰 資本: NT$29669.56 | 未實現: NT$62.98 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.7h
💰 資本: NT$29669.56 | 未實現: NT$62.98 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.7h
💰 資本: NT$29669.56 | 未實現: NT$31.83 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.7h
💰 資本: NT$29669.56 | 未實現: NT$22.80 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.6h
💰 資本: NT$29669.56 | 未實現: NT$22.80 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.6h
💰 資本: NT$29669.56 | 未實現: NT$49.86 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.6h
💰 資本: NT$29669.56 | 未實現: NT$49.86 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.5h
💰 資本: NT$29669.56 | 未實現: NT$40.78 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.5h
💰 資本: NT$29669.56 | 未實現: NT$40.78 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.5h
💰 資本: NT$29669.56 | 未實現: NT$68.37 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.4h
💰 資本: NT$29669.56 | 未實現: NT$68.37 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.4h
💰 資本: NT$29669.56 | 未實現: NT$75.27 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.4h
💰 資本: NT$29669.56 | 未實現: NT$75.27 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.3h
💰 資本: NT$29669.56 | 未實現: NT$75.27 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.3h
💰 資本: NT$29669.56 | 未實現: NT$82.88 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.3h
💰 資本: NT$29669.56 | 未實現: NT$86.90 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.2h
💰 資本: NT$29669.56 | 未實現: NT$114.48 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.2h
💰 資本: NT$29669.56 | 未實現: NT$119.76 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.2h
💰 資本: NT$29669.56 | 未實現: NT$119.76 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 38.1h
💰 資本: NT$29669.56 | 未實現: NT$28.26 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 646582.4h
💰 資本: NT$29669.56 | 未實現: NT$28.26 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 646582.3h
💰 資本: NT$29669.56 | 未實現: NT$28.26 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 646582.3h
📍 平倉 SELL btctwd | TIME_EXIT | PnL: NT$58.90 (0.17%)
🚀 開倉 SELL ethtwd @ 64906.1 | 信心: 48% | 倉位: NT$34783 | 止損: 0.8% | 日線強勢空頭, 4H空頭, EMA多頭排列
💰 資本: NT$29728.45 | 未實現: NT$58.90 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.3h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.2h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.2h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.2h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.1h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.1h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.1h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.0h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.0h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646582.0h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.9h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.9h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.9h
💰 資本: NT$29728.45 | 未實現: NT$0.00 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.8h
💰 資本: NT$29728.45 | 未實現: NT$-50.21 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.8h
💰 資本: NT$29728.45 | 未實現: NT$-65.22 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.8h
💰 資本: NT$29728.45 | 未實現: NT$-65.22 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.7h
💰 資本: NT$29728.45 | 未實現: NT$-65.22 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.7h
💰 資本: NT$29728.45 | 未實現: NT$-65.22 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.7h
💰 資本: NT$29728.45 | 未實現: NT$-65.22 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.6h
💰 資本: NT$29728.45 | 未實現: NT$-42.98 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.6h
💰 資本: NT$29728.45 | 未實現: NT$-36.71 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.6h
💰 資本: NT$29728.45 | 未實現: NT$-36.49 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.5h
💰 資本: NT$29728.45 | 未實現: NT$-36.49 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.5h
💰 資本: NT$29728.45 | 未實現: NT$-36.49 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.5h
💰 資本: NT$29728.45 | 未實現: NT$-36.49 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.4h
💰 資本: NT$29728.45 | 未實現: NT$-36.49 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.4h
💰 資本: NT$29728.45 | 未實現: NT$-36.49 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.4h
💰 資本: NT$29728.45 | 未實現: NT$-36.49 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.3h
💰 資本: NT$29728.45 | 未實現: NT$-53.86 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.3h
💰 資本: NT$29728.45 | 未實現: NT$-58.04 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.3h
💰 資本: NT$29728.45 | 未實現: NT$-58.04 | 持倉: 1 | 勝率: 71.4% | 報酬: -0.91% | 剩餘: 646581.2h
